Id,Chr,Start,End,GC_Percent
ENSMUSG00000091183,chr13,62772200,62785808,39.41
ENSMUSG00000026650,chr2,3409043,3422648,41.06
ENSMUSG00000115705,chr6,58262037,58275639,34.87
ENSMUSG00000026269,chr1,92910783,92924384,54.94
ENSMUSG00000067873,chrX,57053583,57067183,41.09
ENSMUSG00000063838,chr7,4151260,4164860,43.89
ENSMUSG00000078789,chr11,75177643,75191241,51.44
ENSMUSG00000107283,chr5,31140654,31154251,47.65
ENSMUSG00000006717,chr13,24817948,24831540,43.53
ENSMUSG00000028298,chr4,34893779,34907370,41.93
ENSMUSG00000039231,chrX,8061171,8074760,47.84
ENSMUSG00000000731,chr10,78030022,78043610,52.02
ENSMUSG00000047810,chr19,6844623,6858211,56.24
ENSMUSG00000074491,chr8,3707064,3720651,45.51
ENSMUSG00000078452,chr10,22360552,22374139,43.41
ENSMUSG00000006412,chr1,171345670,171359254,44.92
ENSMUSG00000072770,chr6,125049689,125063267,49.97
ENSMUSG00000038398,chr8,13785615,13799193,46.68
ENSMUSG00000031485,chr8,27042555,27056132,46.91
ENSMUSG00000020932,chr11,102887336,102900912,50.78
ENSMUSG00000008393,chr16,8658580,8672155,53.2
ENSMUSG00000029681,chr5,135168283,135181855,49.41
ENSMUSG00000038777,chr3,95160457,95174024,56.46
ENSMUSG00000025917,chr1,10024601,10038168,40.71
ENSMUSG00000026270,chr1,92934376,92947941,51.78
ENSMUSG00000028847,chr4,126262325,126275883,47.72
ENSMUSG00000021680,chr13,95431371,95444924,43.81
ENSMUSG00000020081,chr10,62252438,62265990,47.67
ENSMUSG00000028307,chr4,49535995,49549546,42.58
ENSMUSG00000068431,chr14,50503600,50517145,36.96
ENSMUSG00000040963,chr11,70092644,70106187,48.18
ENSMUSG00000020364,chr11,51059257,51072799,45.03
ENSMUSG00000030149,chr6,129610323,129623864,35.68
ENSMUSG00000031809,chr8,121530780,121544320,51.3
ENSMUSG00000041837,chr9,65346104,65359643,45.98
ENSMUSG00000037348,chr4,134496697,134510235,49.74
ENSMUSG00000001508,chr11,94962791,94976327,50.93
ENSMUSG00000030401,chr7,19282624,19296160,50.13
ENSMUSG00000019992,chr10,20347770,20361304,43.08
ENSMUSG00000041084,chr3,130695912,130709444,43.16
ENSMUSG00000037251,chr8,25980604,25994133,49.33
ENSMUSG00000024087,chr17,79701537,79715061,44.37
ENSMUSG00000097425,chr7,23974615,23988139,39.07
ENSMUSG00000036438,chr17,87433412,87446935,41.39
ENSMUSG00000018752,chr11,69682577,69696098,51.54
ENSMUSG00000001240,chr11,101246028,101259546,48.62
ENSMUSG00000021079,chr12,71123173,71136684,42.29
ENSMUSG00000026882,chr2,35354218,35367729,40.93
ENSMUSG00000032584,chr9,107906873,107920383,53.51
ENSMUSG00000005983,chr16,3895179,3908689,48.1
ENSMUSG00000078897,chr2,175422300,175435807,42.49
ENSMUSG00000078881,chr2,176473278,176486783,42.45
ENSMUSG00000022673,chr16,15623897,15637400,41.76
ENSMUSG00000001909,chr8,84686307,84699808,51.34
ENSMUSG00000023031,chr15,100674421,100687921,49.75
ENSMUSG00000032515,chr9,119971163,119984658,53.92
ENSMUSG00000021678,chr13,95511732,95525227,46.01
ENSMUSG00000049799,chr4,94636653,94650144,36.51
ENSMUSG00000054404,chr11,82951349,82964840,44.54
ENSMUSG00000039639,chr16,92345982,92359468,50.15
ENSMUSG00000078878,chr2,176708328,176721813,42.41
ENSMUSG00000046223,chr7,24462484,24475968,49.97
ENSMUSG00000017615,chr11,78522850,78536332,49.49
ENSMUSG00000017453,chr11,77880615,77894096,48.37
ENSMUSG00000062376,chr19,46689906,46703382,47.7
ENSMUSG00000079470,chr1,78658038,78671512,43.61
ENSMUSG00000047420,chr6,35312668,35326141,47.61
ENSMUSG00000041872,chr1,20777146,20790617,42.79
ENSMUSG00000021704,chr13,92844760,92858230,42.56
ENSMUSG00000022090,chr14,70164218,70177681,53.59
ENSMUSG00000036023,chr14,50807841,50821301,43.44
ENSMUSG00000037263,chr19,3958645,3972103,51.68
ENSMUSG00000028851,chr4,133532542,133545996,51.83
ENSMUSG00000040498,chr7,19937305,19950756,50.4
ENSMUSG00000032942,chr7,100472990,100486432,50.67
ENSMUSG00000069793,chr11,82978390,82991830,43.87
ENSMUSG00000026965,chr2,25272478,25285915,48.45
ENSMUSG00000035206,chr10,80855275,80868708,58.18
ENSMUSG00000033227,chr1,74771892,74785322,53.1
ENSMUSG00000028212,chr4,11191351,11204779,37.65
ENSMUSG00000024209,chr17,56875477,56888904,50.71
ENSMUSG00000017221,chr11,98682554,98695979,50.86
ENSMUSG00000037071,chr19,44394455,44407879,47.93
ENSMUSG00000036450,chr19,44562850,44576274,48.31
ENSMUSG00000067996,chr2,154307227,154320646,46.78
ENSMUSG00000053600,chr17,32965814,32979233,40.25
ENSMUSG00000038406,chr7,45002948,45016363,54.82
ENSMUSG00000025591,chr8,66473118,66486530,43.53
ENSMUSG00000024901,chr19,4929717,4943127,51.82
ENSMUSG00000074796,chr2,130684113,130697519,52.58
ENSMUSG00000048351,chr4,108328140,108341544,46.09
ENSMUSG00000075599,chr5,138021261,138034664,43.94
ENSMUSG00000078485,chr4,156221456,156234857,55.16
ENSMUSG00000078866,chr2,177464733,177478129,40.58
ENSMUSG00000024308,chr17,33915899,33929292,53.4
ENSMUSG00000021256,chr12,86678700,86692091,53.5
ENSMUSG00000067998,chr2,154257854,154271245,46.59
ENSMUSG00000024007,chr17,29250803,29264186,51.74
ENSMUSG00000022658,chr16,45711230,45724608,45.8
ENSMUSG00000038199,chr5,24543432,24556809,51.79
ENSMUSG00000035699,chr16,32474504,32487879,47.48
ENSMUSG00000045409,chr17,36258873,36272247,47.42
ENSMUSG00000039611,chr4,49584506,49597876,45.04
ENSMUSG00000062694,chr6,112459505,112472872,47.46
ENSMUSG00000020455,chr11,58978093,58991458,53.78
ENSMUSG00000017204,chr11,98664351,98677708,48.65
ENSMUSG00000013736,chr6,106769120,106782474,38.97
ENSMUSG00000029911,chr6,40471352,40484700,39.42
ENSMUSG00000039496,chr2,3513030,3526376,42.58
ENSMUSG00000029836,chr6,51470360,51483704,41.86
ENSMUSG00000075598,chr5,138053194,138066537,43.02
ENSMUSG00000091490,chr8,43180541,43193881,42.78
ENSMUSG00000053581,chr5,139471211,139484549,50.94
ENSMUSG00000026785,chr2,30077684,30091022,53.17
ENSMUSG00000028688,chr4,116794310,116807640,47
ENSMUSG00000005553,chr7,30712209,30725534,52.93
ENSMUSG00000034765,chr19,53529109,53542431,50.73
ENSMUSG00000030801,chr7,127912516,127925837,48.12
ENSMUSG00000070298,chr9,57236556,57249864,51.55
ENSMUSG00000020722,chr11,107703218,107716522,49.17
ENSMUSG00000029703,chr5,136122772,136136074,53.11
ENSMUSG00000020482,chr11,5528887,5542187,45.12
ENSMUSG00000026817,chr2,32621758,32635058,54.06
ENSMUSG00000023120,chr4,130209109,130222401,49.6
ENSMUSG00000030670,chr7,114549682,114562972,37.48
ENSMUSG00000053863,chr5,104325329,104338611,45.55
ENSMUSG00000100254,chr7,102083116,102096396,51.65
ENSMUSG00000055895,chr19,11647279,11660559,38.83
ENSMUSG00000027400,chr2,129686565,129699844,49.55
ENSMUSG00000032271,chr9,48591877,48605153,45.01
ENSMUSG00000049929,chrX,106920625,106933900,34.48
ENSMUSG00000000901,chr10,75923222,75936496,53.54
ENSMUSG00000022774,chr16,31948513,31961781,44.55
ENSMUSG00000029517,chr6,18866318,18879586,36.6
ENSMUSG00000019832,chr10,10545002,10558265,42.35
ENSMUSG00000030446,chr13,67813740,67827002,41.22
ENSMUSG00000007739,chr11,22990519,23003780,39.81
ENSMUSG00000021178,chr12,100110154,100123405,47.21
ENSMUSG00000030708,chr7,100501716,100514960,49.12
ENSMUSG00000046761,chr15,76001093,76014336,58.58
ENSMUSG00000053134,chr5,31514564,31527807,46.14
ENSMUSG00000040127,chr10,127898518,127911761,46.38
ENSMUSG00000062040,chr7,29893333,29906572,43.38
ENSMUSG00000060904,chr10,88730858,88744094,42.73
ENSMUSG00000032119,chr9,44292440,44305671,46.8
ENSMUSG00000047606,chr9,89725245,89738475,40.84
ENSMUSG00000033157,chr16,45729725,45742955,40.36
ENSMUSG00000103421,chr1,133309800,133323026,50.12
ENSMUSG00000022856,chr16,21934326,21947552,46.17
ENSMUSG00000027318,chr2,131050591,131063814,54.7
ENSMUSG00000039018,chr7,140137564,140150786,48.07
ENSMUSG00000032245,chr9,62838785,62852006,51.86
ENSMUSG00000057037,chr1,139547053,139560272,33.45
ENSMUSG00000032125,chr9,37401897,37415115,49.35
ENSMUSG00000044576,chr5,30105161,30118378,55.25
ENSMUSG00000026097,chr1,53297095,53310309,38.86
ENSMUSG00000092035,chr6,4747306,4760517,44.1
ENSMUSG00000056592,chr7,43562256,43575461,45.03
ENSMUSG00000069227,chr13,54736671,54749874,54.09
ENSMUSG00000034850,chr2,127247908,127261107,48.55
ENSMUSG00000034189,chr8,119561989,119575183,52.19
ENSMUSG00000052736,chr6,129647496,129660689,34.63
ENSMUSG00000066839,chr9,22072246,22085438,48.29
ENSMUSG00000015854,chr3,87357881,87371073,43.01
ENSMUSG00000036246,chr8,69808679,69821870,52.24
ENSMUSG00000025203,chr19,44293674,44306864,49.12
ENSMUSG00000078768,chr7,30077337,30090527,48.39
ENSMUSG00000013973,chr1,171329145,171342331,47
ENSMUSG00000028268,chr3,142560026,142573209,42.55
ENSMUSG00000001517,chr6,128362967,128376146,50.28
ENSMUSG00000039198,chr11,121830247,121843423,41.79
ENSMUSG00000091059,chr5,109211534,109224708,34.42
ENSMUSG00000020738,chr11,115523102,115536276,43.57
ENSMUSG00000031980,chr8,124556534,124569706,52.25
ENSMUSG00000036864,chr7,30539134,30552299,47.68
ENSMUSG00000028642,chr4,119205055,119218217,48.69
ENSMUSG00000047799,chr4,143437164,143450324,42.24
ENSMUSG00000052926,chr8,84956610,84969767,48.42
ENSMUSG00000057000,chrX,136072099,136085255,41.25
ENSMUSG00000030144,chr6,123262111,123275265,38.45
ENSMUSG00000047003,chr15,75616679,75629827,48.68
ENSMUSG00000017493,chr11,99041244,99054392,51.97
ENSMUSG00000026226,chr1,86016816,86029958,47.1
ENSMUSG00000015053,chr6,88193891,88207032,56.49
ENSMUSG00000002812,chr11,60714123,60727263,54.04
ENSMUSG00000023330,chr2,126152141,126165279,39.74
ENSMUSG00000033669,chr15,76879259,76892395,46.46
ENSMUSG00000029054,chr4,155384980,155398112,50.72
ENSMUSG00000031148,chrX,7697131,7710262,45.87
ENSMUSG00000046916,chr10,5593775,5606904,40.95
ENSMUSG00000115791,chr13,23105100,23118226,38.55
ENSMUSG00000030341,chr6,125349362,125362484,53.49
ENSMUSG00000027714,chr3,36552606,36565727,41.84
ENSMUSG00000094285,chr14,50521839,50534955,37.84
ENSMUSG00000060743,chr1,180800832,180813943,44.6
ENSMUSG00000026921,chr2,26580014,26593120,55.83
ENSMUSG00000116953,chr17,14978468,14991572,44.38
ENSMUSG00000021692,chr13,106947127,106960224,40.46
ENSMUSG00000020925,chr11,102684686,102697782,44
ENSMUSG00000037960,chr13,49202950,49216037,50.75
ENSMUSG00000000787,chrX,13280970,13294052,39.75
ENSMUSG00000026895,chr2,36036326,36049406,46.5
ENSMUSG00000022940,chr16,94358763,94371842,46.06
ENSMUSG00000032098,chr9,44673233,44686305,50.78
ENSMUSG00000025940,chr1,16665207,16678275,42.08
ENSMUSG00000024941,chr19,5758351,5771419,53.75
ENSMUSG00000022037,chr14,65968483,65981547,50.62
ENSMUSG00000061315,chr10,128035575,128048637,48.23
ENSMUSG00000007570,chr17,28313519,28326572,52.02
ENSMUSG00000026649,chr1,171113918,171126967,46.09
ENSMUSG00000022248,chr15,10486018,10499063,42.49
ENSMUSG00000038188,chr11,75513540,75526582,49.88
ENSMUSG00000058728,chr11,114956116,114969157,46.86
ENSMUSG00000028367,chr4,57943373,57956411,46.2
ENSMUSG00000047515,chr6,136827626,136840662,44.62
ENSMUSG00000053192,chr3,95219135,95232171,48.1
ENSMUSG00000071068,chr17,48299498,48312533,50.06
ENSMUSG00000031258,chrX,134149043,134162076,41.28
ENSMUSG00000040204,chr9,65890237,65903266,41.04
ENSMUSG00000047716,chr14,50381163,50394192,36.21
ENSMUSG00000005973,chr2,105386291,105399319,47.93
ENSMUSG00000029575,chr5,114431034,114444060,50.66
ENSMUSG00000026112,chr1,37417084,37430103,43.53
ENSMUSG00000015652,chr5,5736317,5749326,41.45
ENSMUSG00000074220,chr7,30121942,30134950,45.45
ENSMUSG00000020088,chr10,61680299,61693297,44.76
ENSMUSG00000060890,chrX,100605497,100618493,43.33
ENSMUSG00000044676,chr8,110079746,110092741,45.86
ENSMUSG00000037552,chr7,28359604,28372599,56.02
ENSMUSG00000025651,chr9,108936633,108949623,48.76
ENSMUSG00000023192,chr9,106643095,106656082,53.07
ENSMUSG00000036208,chr16,44724301,44737284,43.37
ENSMUSG00000024474,chr18,36744656,36757639,42.53
ENSMUSG00000015852,chr3,87250758,87263738,44.53
ENSMUSG00000031266,chrX,134588149,134601125,42.58
ENSMUSG00000000791,chr8,70808449,70821424,52.9
ENSMUSG00000027828,chr3,65379655,65392623,39.7
ENSMUSG00000019054,chr5,136953275,136966234,49.74
ENSMUSG00000030167,chr6,129666015,129678973,35.1
ENSMUSG00000019577,chr6,5483351,5496309,40.66
ENSMUSG00000115020,chr13,23133155,23146112,41.05
ENSMUSG00000005986,chr19,4270180,4283137,49.24
ENSMUSG00000029815,chr6,49073795,49086751,42.32
ENSMUSG00000025130,chr11,120560298,120573253,49.63
ENSMUSG00000026925,chr2,26396249,26409203,51.87
ENSMUSG00000061207,chr17,34823993,34836945,49.18
ENSMUSG00000028979,chr4,148602554,148615499,48.15
ENSMUSG00000026228,chr1,86099026,86111970,38.89
ENSMUSG00000023045,chr15,102150526,102163469,49.4
ENSMUSG00000038762,chr17,35956819,35969761,50.96
ENSMUSG00000053684,chr10,121739937,121752878,46.72
ENSMUSG00000039106,chr5,27842149,27855088,45.23
ENSMUSG00000021795,chr14,41172214,41185149,43.91
ENSMUSG00000063488,chr9,122885685,122898618,44.72
ENSMUSG00000028331,chr4,46376505,46389437,44.42
ENSMUSG00000000753,chr11,75409769,75422701,49.44
ENSMUSG00000068947,chr2,37211574,37224506,39.36
ENSMUSG00000032459,chr9,98588730,98601660,44.83
ENSMUSG00000079495,chr6,85808024,85820954,44.61
ENSMUSG00000058246,chr13,67831106,67844035,43.97
ENSMUSG00000078521,chr4,134510999,134523927,46.63
ENSMUSG00000052142,chr17,32390659,32403583,50.72
ENSMUSG00000042271,chrX,142226770,142239692,39.08
ENSMUSG00000024011,chr17,29317680,29330593,52.83
ENSMUSG00000113949,chr10,80602872,80615783,55.31
ENSMUSG00000031950,chr8,111940703,111953612,46.68
ENSMUSG00000045281,chr15,73694604,73707505,52.12
ENSMUSG00000028756,chr4,138313409,138326307,52.63
ENSMUSG00000090958,chr7,98489283,98502181,54.72
ENSMUSG00000054986,chr11,4064841,4077736,49.43
ENSMUSG00000019470,chr8,3608421,3621316,52.03
ENSMUSG00000050890,chr4,134275002,134287895,44.44
ENSMUSG00000073758,chr4,126150602,126163491,50.92
ENSMUSG00000022018,chr14,79288756,79301645,47.24
ENSMUSG00000063230,chr7,140484216,140497104,39.32
ENSMUSG00000006641,chr5,31036036,31048924,50.66
ENSMUSG00000021418,chr13,35893472,35906359,43.41
ENSMUSG00000028069,chr3,88043108,88055993,45.95
ENSMUSG00000032115,chr9,44379490,44392369,51.04
ENSMUSG00000068259,chr6,40542171,40555050,37.06
ENSMUSG00000025461,chr7,140218267,140231145,50.18
ENSMUSG00000031551,chr8,24584136,24597009,43.76
ENSMUSG00000021772,chr14,18271136,18284003,43.5
ENSMUSG00000031217,chrX,99136130,99148991,54.71
ENSMUSG00000030825,chr7,45554893,45567752,50.88
ENSMUSG00000050619,chr2,121158273,121171125,43.3
ENSMUSG00000027397,chr2,129198764,129211616,45.49
ENSMUSG00000024422,chr17,35879819,35892670,51.17
ENSMUSG00000000355,chrX,38600578,38613426,37.89
ENSMUSG00000049421,chr7,30094777,30107622,42.01
ENSMUSG00000038279,chr6,125131909,125144753,50.4
ENSMUSG00000015759,chr14,46775567,46788411,43.64
ENSMUSG00000045973,chr4,45395923,45408766,46.41
ENSMUSG00000029581,chr5,142960343,142973185,54.42
ENSMUSG00000053453,chr14,13949012,13961852,42.11
ENSMUSG00000021645,chr13,100124852,100137690,44.28
ENSMUSG00000092558,chr17,47611582,47624418,47.4
ENSMUSG00000028651,chr4,123127115,123139951,45.54
ENSMUSG00000036882,chr7,30522226,30535060,56.19
ENSMUSG00000060188,chr7,25400053,25412886,43.07
ENSMUSG00000061353,chr6,117168535,117181367,49.86
ENSMUSG00000037405,chr9,21015985,21028817,50.61
ENSMUSG00000022177,chr14,54541785,54554616,49.83
ENSMUSG00000021302,chr13,14050659,14063488,40.94
ENSMUSG00000018656,chr6,42584866,42597692,40.8
ENSMUSG00000079419,chr19,11469366,11482192,40.02
ENSMUSG00000062074,chr10,39150970,39163794,44.63
ENSMUSG00000090659,chr13,67779693,67792512,41.61
ENSMUSG00000003923,chr10,71225464,71238280,43.75
ENSMUSG00000034024,chr10,117051001,117063814,44.81
ENSMUSG00000034583,chr7,6486944,6499755,41.19
ENSMUSG00000032807,chr11,69156989,69169792,51.28
ENSMUSG00000003234,chr16,20548577,20561379,47.96
ENSMUSG00000073733,chr4,141213956,141226756,45.21
ENSMUSG00000025575,chr11,118406289,118419086,55.2
ENSMUSG00000049130,chr7,16246743,16259540,45.44
ENSMUSG00000024339,chr17,34203527,34216321,51.43
ENSMUSG00000008307,chr5,3571566,3584356,43.13
ENSMUSG00000095199,chr2,176521000,176533785,40.06
ENSMUSG00000020190,chr10,80665327,80678112,57.6
ENSMUSG00000079008,chr2,150257517,150270300,39.57
ENSMUSG00000068859,chr2,73271925,73284706,49.02
ENSMUSG00000038246,chr13,34734850,34747623,45.73
ENSMUSG00000044337,chr1,90203980,90216751,48.86
ENSMUSG00000049037,chr6,122921848,122934619,41.08
ENSMUSG00000001844,chr5,143316489,143329256,49.8
ENSMUSG00000020303,chr11,31357307,31370074,49.95
ENSMUSG00000092335,chr7,42579783,42592547,39.44
ENSMUSG00000039632,chr9,21989871,22002634,50.03
ENSMUSG00000026432,chr1,131599239,131612000,46.69
ENSMUSG00000015966,chr14,29996135,30008896,47.92
ENSMUSG00000041375,chr7,16274042,16286795,53.31
ENSMUSG00000110277,chr18,90579777,90592528,39.16
ENSMUSG00000027854,chr3,102995708,103008459,43.39
ENSMUSG00000047284,chr11,69901072,69913820,53.84
ENSMUSG00000027463,chr2,151996511,152009258,51.76
ENSMUSG00000032803,chr9,103353094,103365840,44.02
ENSMUSG00000052566,chr8,84990603,85003349,50.66
ENSMUSG00000059839,chr13,67471513,67484258,39.8
ENSMUSG00000050668,chr17,78835567,78848308,44.15
ENSMUSG00000020279,chr11,32187541,32200279,51.78
ENSMUSG00000071347,chr14,60768134,60780869,46.58
ENSMUSG00000036951,chr3,59925214,59937949,33.63
ENSMUSG00000072718,chr6,130269194,130281928,36.36
ENSMUSG00000098505,chr2,181991129,182003861,36.97
ENSMUSG00000061758,chr6,34384218,34396950,44.27
ENSMUSG00000043089,chr9,7464141,7476869,39.55
ENSMUSG00000039263,chr2,174110349,174123070,55.35
ENSMUSG00000095448,chr9,19804906,19817626,36.69
ENSMUSG00000044534,chr9,121898355,121911074,50.72
ENSMUSG00000026096,chr1,53313624,53326343,37.62
ENSMUSG00000095996,chr5,95182624,95195342,41.95
ENSMUSG00000020282,chr11,32209585,32222300,56.5
ENSMUSG00000032344,chr9,78430526,78443237,44.86
ENSMUSG00000045341,chr16,19509558,19522266,35.49
ENSMUSG00000024132,chr17,24426641,24439348,48.58
ENSMUSG00000015120,chr17,25261916,25274622,51.37
ENSMUSG00000044350,chr14,77024200,77036904,41.37
ENSMUSG00000058407,chr1,37985189,37997893,43.92
ENSMUSG00000047694,chrX,98936316,98949017,41.7
ENSMUSG00000004892,chr3,87987531,88000230,56.31
ENSMUSG00000035342,chr19,45014414,45027111,55.18
ENSMUSG00000037971,chr9,50762828,50775520,44.13
ENSMUSG00000062826,chr8,104947356,104960047,45
ENSMUSG00000027935,chr3,90213695,90226385,47.31
ENSMUSG00000004626,chr8,3630955,3643644,51.32
ENSMUSG00000073923,chr7,104624794,104637481,37.43
ENSMUSG00000060181,chr10,117733679,117746365,48.41
ENSMUSG00000030546,chr7,79720218,79732903,51.59
ENSMUSG00000039760,chr10,19621998,19634681,40.32
ENSMUSG00000030298,chr6,113728062,113740743,46.48
ENSMUSG00000095187,chr11,49543449,49556127,39.59
ENSMUSG00000027997,chr3,129901425,129914103,46.28
ENSMUSG00000018442,chr11,71007164,71019841,42.9
ENSMUSG00000031169,chrX,8193848,8206525,49.1
ENSMUSG00000051550,chr7,4983483,4996158,50.73
ENSMUSG00000029184,chr17,37458916,37471590,37.08
ENSMUSG00000030322,chr6,115840697,115853371,43.12
ENSMUSG00000025468,chr7,140069880,140082548,48.63
ENSMUSG00000079594,chr16,36321665,36334332,43.44
ENSMUSG00000042861,chr3,107183056,107195721,48
ENSMUSG00000026167,chr1,74791516,74804179,54.11
ENSMUSG00000030087,chr6,90462576,90475238,54.42
ENSMUSG00000032018,chr9,42251595,42264256,44.68
ENSMUSG00000038132,chr13,46418434,46431095,44.35
ENSMUSG00000061032,chr10,78400384,78413043,53.11
ENSMUSG00000074794,chr13,80883384,80896042,39.8
ENSMUSG00000076439,chr17,37010743,37023398,44.1
ENSMUSG00000044709,chr7,19564946,19577595,49.98
ENSMUSG00000101480,chr2,89094188,89106835,38.57
ENSMUSG00000042510,chr1,130731976,130744622,48.22
ENSMUSG00000051212,chr14,121952551,121965195,43.96
ENSMUSG00000000134,chrX,7762560,7775202,51.75
ENSMUSG00000025229,chr19,46135685,46148326,51.49
ENSMUSG00000024354,chr18,35614604,35627244,47.54
ENSMUSG00000049502,chr16,35926511,35939151,45.27
ENSMUSG00000006056,chr11,96099326,96111964,44.45
ENSMUSG00000000682,chr4,134082448,134095082,49.53
ENSMUSG00000030787,chr7,110850607,110863239,43.97
ENSMUSG00000095976,chr7,21908665,21921291,43.44
ENSMUSG00000095683,chr7,23131854,23144480,43.44
ENSMUSG00000079298,chr6,128813706,128826331,41.25
ENSMUSG00000031506,chr1,135132700,135145317,49.9
ENSMUSG00000078877,chr2,176798612,176811223,41.6
ENSMUSG00000070424,chr7,102096879,102109489,51.8
ENSMUSG00000002668,chr17,57065905,57078514,50.49
